"","dateid","platform","gamemode","mapname","matchid","roundnumber","objectivelocation","winrole","endroundreason","roundduration","clearancelevel","skillrank","role","team","haswon","operator","nbkills","isdead","primaryweapon","primaryweapontype","primarysight","primarygrip","primaryunderbarrel","primarybarrel","secondaryweapon","secondaryweapontype","secondarysight","secondarygrip","secondaryunderbarrel","secondarybarrel","secondarygadget"
"258",20170216,"XONE","SECURE_AREA","BORDER",281001021,3,"ARMORY_LOCKERS","Attacker","ObjectiveCaptured",143,83,"Copper","Attacker",0,1,"BOPE-CAPITAO",2,0,"PARA-308","Assault_Rifles","Acog","Vertical","None","Compensator","PRB92","Pistols","None","None","None","MuzzleBrake","CLAYMORE"
"259",20170216,"PS4","BOMB","BARTLETT_U.",1404637521,3,"KITCHEN-PIANO_ROOM","Defender","AttackersEliminated",165,96,"Unranked","Attacker",0,0,"NAVYSEAL-BLACKBEARD",1,1,"MK17_CQB","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","D-50","Pistols","None","None","None","None","BREACH_CHARGE"
"260",20170216,"PS4","SECURE_AREA","CLUB_HOUSE",3945011589,3,"ARSENAL_ROOM","Defender","ObjectiveProtected",233,148,"Platinum","Defender",1,1,"GSG9-BANDIT",0,1,"MP7","Submachine_Guns","EosHolo","None","None","Compensator","P12","Pistols","None","None","None","None","NITRO_CELL"
"261",20170216,"PC","BOMB","PLANE",3863741909,2,"MEETING_ROOM-EXECUTIVE_OFFICE","Defender","AttackersEliminated",149,85,"Gold","Defender",0,1,"JTF2-FROST",0,0,"9mm_C1","Submachine_Guns","RedDot","Angle","None","HeavyBarrel","MK1_9mm","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"262",20170216,"XONE","HOSTAGE","FAVELAS",662809981,5,"2F_GROW_ROOM","Attacker","HostageExtracted",183,81,"Silver","Defender",1,0,"BOPE-CAVEIRA",1,1,"SPAS-15","Shotguns","RedDot","None","None","None","PRB92","Pistols","None","None","Laser","None","IMPACT_GRENADE"
"263",20170213,"PS4","SECURE_AREA","OREGON",1014612461,1,"LAUNDRY_ROOM","Defender","AttackersEliminated",227,121,"Silver","Attacker",0,0,"SWAT-THERMITE",1,1,"556XI","Assault_Rifles","Acog","Vertical","None","Flash","5.7_USG","Pistols","None","None","None","Suppressor","CLAYMORE"
"264",20170212,"PS4","SECURE_AREA","HOUSE",1716051501,2,"MASTER_BEDROOM","Attacker","DefendersEliminated",223,157,"Platinum","Attacker",1,1,"SAT-HIBANA",2,0,"TYPE-89","Assault_Rifles","Acog","Vertical","Laser","MuzzleBrake","BEARING_9","Submachine_Guns","Reflex","None","Laser","Flash","CLAYMORE"
"265",20170221,"PS4","HOSTAGE","YACHT",1071421261,4,"MAPS_ROOM","Attacker","DefendersEliminated",169,45,"Bronze","Defender",0,0,"GSG9-BANDIT",0,1,"MP7","Submachine_Guns","Reflex","None","Laser","Compensator","P12","Pistols","None","None","None","MuzzleBrake","NITRO_CELL"
"266",20170213,"PS4","SECURE_AREA","HEREFORD_BASE",3106018509,3,"ARMORY","Attacker","ObjectiveCaptured",148,57,"Silver","Attacker",0,1,"G.E.O.-JACKAL",2,0,"C7E","Assault_Rifles","EosHolo","Vertical","Laser","MuzzleBrake","ITA12S","Shotguns","EosHolo","None","Laser","None","BREACH_CHARGE"
"267",20170212,"PS4","SECURE_AREA","YACHT",1195415561,3,"KITCHEN","Attacker","ObjectiveCaptured",155,17,"Unranked","Defender",1,0,"GSG9-JAGER",0,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","Laser","Suppressor","P12","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"268",20170221,"XONE","SECURE_AREA","COASTLINE",3593578889,1,"1F_KITCHEN","Attacker","DefendersEliminated",169,156,"Platinum","Attacker",0,1,"SPETSNAZ-FUZE",0,0,"AK-12","Assault_Rifles","Acog","Angle","Laser","MuzzleBrake","PMM","Pistols","None","None","None","None","BREACH_CHARGE"
"269",20170213,"PS4","SECURE_AREA","OREGON",553187641,2,"LAUNDRY_ROOM","Attacker","DefendersEliminated",157,140,"Bronze","Defender",0,0,"SAS-SMOKE",0,1,"FMG-9","Submachine_Guns","Reflex","None","Laser","Suppressor","SMG-11","Submachine_Guns","None","None","None","None","IMPACT_GRENADE"
"270",20170212,"XONE","SECURE_AREA","KANAL",139100121,2,"SERVER_ROOM","Defender","AttackersEliminated",173,155,"Gold","Defender",0,1,"GSG9-JAGER",2,0,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","HeavyBarrel","P12","Pistols","None","None","None","Suppressor","BARBED_WIRE"
"271",20170213,"PS4","HOSTAGE","BORDER",1126833001,1,"OFFICES","Attacker","DefendersEliminated",199,192,"Gold","Defender",1,0,"NAVYSEAL-VALKYRIE",0,1,"SPAS-12","Shotguns","Reflex","None","Laser","None","D-50","Pistols","None","None","None","None","NITRO_CELL"
"272",20170216,"XONE","BOMB","SKYSCRAPER",125172521,4,"1F_BEDROOM-1F_BATHROOM","Defender","AttackersEliminated",132,97,"Silver","Attacker",1,0,"NAVYSEAL-BLACKBEARD",2,1,"MK17_CQB","Assault_Rifles","RedDot","Vertical","None","Compensator","D-50","Pistols","None","None","None","None","BREACH_CHARGE"
"273",20170213,"PS4","BOMB","BORDER",1376691501,6,"VENTILATION_ROOM-WORKSHOP","Defender","AttackersEliminated",175,54,"Gold","Defender",0,1,"SPETSNAZ-KAPKAN",0,1,"9x19VSN","Submachine_Guns","None","None","None","None","GSH-18","Pistols","None","None","(null)","None","NITRO_CELL"
"274",20170216,"XONE","BOMB","PLANE",3045631449,6,"MEETING_ROOM-EXECUTIVE_OFFICE","Attacker","DefendersEliminated",142,115,"Gold","Defender",0,0,"G.E.O.-MIRA",1,1,"VECTOR_.45_ACP","Submachine_Guns","EosHolo","Vertical","None","Compensator","ITA12S","Shotguns","EosHolo","None","None","None","NITRO_CELL"
"275",20170212,"PS4","SECURE_AREA","OREGON",3508211929,5,"LAUNDRY_ROOM","Attacker","DefendersEliminated",103,132,"Silver","Defender",1,0,"GIGN-ROOK",0,1,"MP5","Submachine_Guns","Acog","Vertical","Laser","None","P9","Pistols","None","None","None","None","IMPACT_GRENADE"
"276",20170221,"PS4","SECURE_AREA","OREGON",1612482341,3,"LAUNDRY_ROOM","Attacker","DefendersEliminated",170,38,"Copper","Attacker",0,1,"G.E.O.-JACKAL",1,1,"C7E","Assault_Rifles","Acog","Angle","None","MuzzleBrake","ITA12S","Shotguns","None","None","None","None","BREACH_CHARGE"
"277",20170212,"XONE","SECURE_AREA","BARTLETT_U.",2977019669,5,"CLASSROOM","Attacker","DefendersEliminated",147,87,"Unranked","Defender",1,0,"SWAT-PULSE",1,1,"UMP45","Submachine_Guns","RedDot","Vertical","None","Compensator","M45_MEUSOC","Pistols","None","None","None","Suppressor","BARBED_WIRE"
"278",20170212,"PS4","SECURE_AREA","KAFE_DOSTOYEVSKY",2956531069,2,"TRAIN_MUSEUM","Attacker","DefendersEliminated",159,97,"Silver","Defender",0,0,"GIGN-ROOK",1,1,"P90","Submachine_Guns","Acog","None","None","HeavyBarrel","LFP586","Pistols","None","None","None","None","IMPACT_GRENADE"
"279",20170212,"PS4","SECURE_AREA","KANAL",4050265689,4,"MAPS_OFFICE","Attacker","DefendersEliminated",181,116,"Gold","Defender",0,0,"NAVYSEAL-VALKYRIE",0,1,"MPX","Submachine_Guns","EosHolo","Angle","None","MuzzleBrake","D-50","Pistols","None","None","None","None","NITRO_CELL"
"280",20170216,"PS4","SECURE_AREA","FAVELAS",2634243729,4,"1F_AUNT'S_APARTMENT","Attacker","DefendersEliminated",92,148,"Gold","Defender",0,0,"G.E.O.-MIRA",0,1,"VECTOR_.45_ACP","Submachine_Guns","EosHolo","Vertical","None","Compensator","ITA12S","Shotguns","None","None","None","None","NITRO_CELL"
"281",20170213,"PC","SECURE_AREA","BORDER",2220918089,3,"TELLERS","Defender","AttackersEliminated",184,142,"Gold","Defender",1,1,"BOPE-CAVEIRA",0,1,"M12","Submachine_Guns","RedDot","None","None","HeavyBarrel","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"282",20170212,"PS4","HOSTAGE","SKYSCRAPER",2675569269,3,"2F_GEISHA_ROOM","Attacker","DefendersEliminated",112,87,"Unranked","Defender",1,0,"GIGN-DOC",0,1,"SG-CQB","Shotguns","EosHolo","Vertical","Laser","None","LFP586","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"283",20170213,"XONE","SECURE_AREA","BANK",1607463081,1,"LOCKERS","Attacker","DefendersEliminated",176,88,"Platinum","Defender",1,0,"G.E.O.-MIRA",0,1,"VECTOR_.45_ACP","Submachine_Guns","Reflex","Vertical","None","Flash","ITA12S","Shotguns","EosHolo","None","Laser","None","NITRO_CELL"
"284",20170213,"PC","BOMB","OREGON",875459301,4,"KIDS_DORMS-DORMS_MAIN_HALL","Attacker","DefendersEliminated",224,194,"Platinum","Attacker",1,1,"SWAT-ASH",3,0,"R4-C","Assault_Rifles","Acog","Vertical","Laser","Flash","M45_MEUSOC","Pistols","None","None","Laser","MuzzleBrake","SMOKE_GRENADE"
"285",20170221,"PS4","SECURE_AREA","HOUSE",2405613689,3,"MASTER_BEDROOM","Defender","AttackersEliminated",191,156,"Platinum","Attacker",0,0,"G.E.O.-JACKAL",1,1,"C7E","Assault_Rifles","Acog","Angle","None","MuzzleBrake","ITA12S","Shotguns","None","None","None","None","BREACH_CHARGE"
"286",20170213,"PS4","SECURE_AREA","BORDER",2240143309,2,"TELLERS","Attacker","DefendersEliminated",110,27,"Gold","Defender",0,0,"SWAT-PULSE",2,1,"UMP45","Submachine_Guns","Reflex","Vertical","Laser","Compensator","M45_MEUSOC","Pistols","None","None","None","MuzzleBrake","NITRO_CELL"
"287",20170216,"XONE","SECURE_AREA","SKYSCRAPER",1383482901,6,"2F_WORK_OFFICE","Attacker","DefendersEliminated",121,129,"Platinum","Attacker",1,1,"SAS-SLEDGE",1,0,"L85A2","Assault_Rifles","EosHolo","Vertical","None","MuzzleBrake","SMG-11","Submachine_Guns","Reflex","Vertical","None","Suppressor","FRAG_GRENADE"
"288",20170212,"XONE","SECURE_AREA","OREGON",2567268569,3,"DORMS_MAIN_HALL","Defender","AttackersEliminated",168,73,"Silver","Defender",1,1,"BOPE-CAVEIRA",2,0,"M12","Submachine_Guns","Reflex","None","None","HeavyBarrel","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"289",20170213,"XONE","SECURE_AREA","HOUSE",323583681,3,"KID'S_BEDROOM","Defender","AttackersEliminated",200,32,"Unranked","Attacker",0,0,"SWAT-ASH",0,1,"G36C","Assault_Rifles","Reflex","Vertical","Laser","MuzzleBrake","M45_MEUSOC","Pistols","None","None","Laser","Suppressor","BREACH_CHARGE"
"290",20170221,"PS4","BOMB","HOUSE",1304544781,4,"TRAINING_ROOM-GARAGE","Attacker","DefendersEliminated",222,104,"Unranked","Attacker",1,1,"SAT-HIBANA",0,0,"TYPE-89","Assault_Rifles","Acog","Angle","None","None","BEARING_9","Submachine_Guns","EosHolo","None","None","Flash","CLAYMORE"
"291",20170212,"PS4","SECURE_AREA","COASTLINE",4050096469,2,"2F_BILLIARDS_ROOM","Defender","AttackersEliminated",130,103,"Unranked","Defender",0,1,"JTF2-FROST",0,0,"9mm_C1","Submachine_Guns","RedDot","Angle","None","HeavyBarrel","MK1_9mm","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"292",20170221,"PS4","SECURE_AREA","PLANE",271616081,3,"LUGGAGE_HOLD","Attacker","DefendersEliminated",164,63,"Gold","Attacker",0,1,"SAT-HIBANA",0,1,"TYPE-89","Assault_Rifles","Reflex","Vertical","None","Compensator","BEARING_9","Submachine_Guns","Reflex","None","None","Suppressor","STUN_GRENADE"
"293",20170213,"PS4","SECURE_AREA","BANK",2767895189,3,"CEO_OFFICE","Defender","AttackersEliminated",232,53,"Silver","Attacker",0,0,"SWAT-ASH",1,1,"R4-C","Assault_Rifles","Acog","Vertical","None","None","M45_MEUSOC","Pistols","None","None","None","None","BREACH_CHARGE"
"294",20170212,"XONE","BOMB","YACHT",3908067809,8,"SERVER_ROOM-ENGINE_STORAGE","Defender","AttackersEliminated",232,96,"Gold","Attacker",0,0,"SWAT-THERMITE",0,1,"556XI","Assault_Rifles","Acog","Vertical","None","Compensator","M45_MEUSOC","Pistols","None","None","None","Suppressor","CLAYMORE"
"295",20170213,"PS4","SECURE_AREA","OREGON",4066300089,7,"LAUNDRY_ROOM","Defender","AttackersEliminated",209,116,"Gold","Defender",0,1,"G.E.O.-MIRA",1,0,"VECTOR_.45_ACP","Submachine_Guns","RedDot","Vertical","None","Compensator","ITA12S","Shotguns","EosHolo","None","None","None","NITRO_CELL"
"296",20170212,"PS4","SECURE_AREA","YACHT",2401617769,1,"CASINO","Attacker","DefendersEliminated",180,136,"Gold","Defender",1,0,"GSG9-BANDIT",0,1,"MP7","Submachine_Guns","EosHolo","None","None","MuzzleBrake","P12","Pistols","None","None","None","None","BARBED_WIRE"
"297",20170213,"XONE","SECURE_AREA","BORDER",2246783609,2,"TELLERS","Attacker","DefendersEliminated",230,105,"Gold","Defender",0,0,"BOPE-CAVEIRA",1,1,"M12","Submachine_Guns","Reflex","None","None","HeavyBarrel","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"298",20170212,"PS4","SECURE_AREA","YACHT",3345645869,2,"CASINO","Attacker","DefendersEliminated",205,138,"Platinum","Attacker",1,1,"SWAT-ASH",1,1,"G36C","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","M45_MEUSOC","Pistols","None","None","None","None","BREACH_CHARGE"
"299",20170213,"PS4","SECURE_AREA","HOUSE",1625467121,2,"GARAGE","Defender","AttackersEliminated",226,58,"Unranked","Attacker",1,0,"SAT-HIBANA",0,1,"TYPE-89","Assault_Rifles","Acog","Vertical","None","Suppressor","P229","Pistols","None","None","None","None","STUN_GRENADE"
"300",20170212,"XONE","SECURE_AREA","BANK",1865880141,3,"OPEN_AREA","Attacker","DefendersEliminated",211,96,"Gold","Attacker",0,1,"SWAT-THERMITE",2,0,"556XI","Assault_Rifles","Reflex","Vertical","None","Flash","M45_MEUSOC","Pistols","None","None","None","None","CLAYMORE"
"301",20170213,"PS4","SECURE_AREA","CHALET",1143716301,1,"SNOWMOBILE_GARAGE","Defender","AttackersEliminated",156,61,"Gold","Attacker",0,0,"SPETSNAZ-FUZE",1,1,"AK-12","Assault_Rifles","RedDot","Angle","None","MuzzleBrake","PMM","Pistols","None","None","None","None","BREACH_CHARGE"
"302",20170212,"PS4","SECURE_AREA","PLANE",858832021,1,"LUGGAGE_HOLD","Defender","AttackersEliminated",216,110,"Gold","Defender",1,1,"SWAT-CASTLE",3,0,"UMP45","Submachine_Guns","EosHolo","Angle","None","HeavyBarrel","M45_MEUSOC","Pistols","None","None","None","None","IMPACT_GRENADE"
"303",20170212,"PC","BOMB","PLANE",888645121,7,"CARGO_HOLD-LUGGAGE_HOLD","Defender","AttackersEliminated",203,150,"Gold","Defender",0,1,"SAS-MUTE",0,1,"MP5K","Submachine_Guns","RedDot","None","None","MuzzleBrake","P226_MK_25","Pistols","None","None","None","Suppressor","NITRO_CELL"
"304",20170213,"PS4","HOSTAGE","CLUB_HOUSE",1976533281,3,"BEDROOM","Attacker","DefendersEliminated",135,50,"Unranked","Defender",1,0,"SWAT-CASTLE",0,1,"UMP45","Submachine_Guns","RedDot","Vertical","Laser","Compensator","M45_MEUSOC","Pistols","None","None","None","None","IMPACT_GRENADE"
"305",20170221,"PS4","SECURE_AREA","KANAL",177544661,8,"BOAT_SUPPLIES","Attacker","DefendersEliminated",213,78,"Unranked","Defender",1,0,"BOPE-CAVEIRA",0,1,"SPAS-15","Shotguns","None","None","None","None","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"306",20170221,"PS4","SECURE_AREA","FAVELAS",3063680169,3,"1F_ARMORY_ROOM","Attacker","DefendersEliminated",89,48,"Copper","Defender",1,0,"SAS-MUTE",1,1,"MP5K","Submachine_Guns","EosHolo","None","None","Compensator","P226_MK_25","Pistols","None","None","None","None","NITRO_CELL"
"307",20170221,"PS4","HOSTAGE","CHALET",393077361,1,"MASTER_BEDROOM","Defender","AttackersEliminated",212,34,"Silver","Attacker",0,0,"SAS-SLEDGE",0,1,"M590A1","Shotguns","None","None","None","None","SMG-11","Submachine_Guns","None","None","None","None","STUN_GRENADE"
"308",20170213,"PS4","HOSTAGE","YACHT",827222221,6,"ENGINE","Defender","AttackersEliminated",218,83,"Gold","Attacker",1,0,"SAT-HIBANA",1,1,"TYPE-89","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","BEARING_9","Submachine_Guns","EosHolo","None","None","Compensator","CLAYMORE"
"309",20170212,"XONE","SECURE_AREA","CLUB_HOUSE",545566921,3,"GARAGE","Attacker","DefendersEliminated",194,157,"Gold","Defender",1,0,"GSG9-JAGER",0,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","HeavyBarrel","P12","Pistols","None","None","None","Suppressor","DEPLOYABLE_SHIELD"
"310",20170212,"XONE","SECURE_AREA","CONSULATE",3184649749,5,"GARAGE","Defender","AttackersEliminated",146,56,"Silver","Attacker",0,0,"NAVYSEAL-BLACKBEARD",1,1,"MK17_CQB","Assault_Rifles","Acog","Vertical","None","Compensator","D-50","Pistols","None","None","None","None","BREACH_CHARGE"
"311",20170213,"PC","BOMB","KANAL",691727181,2,"COAST_GUARD_OFFICE-HOLDING_ROOM","Defender","AttackersEliminated",194,31,"Unranked","Attacker",1,0,"GIGN-MONTAGNE",0,1,"Shield","Shield","None","None","None","None","P9","Pistols","None","None","None","None","STUN_GRENADE"
"312",20170213,"PS4","SECURE_AREA","FAVELAS",3696945889,2,"1F_ARMORY_ROOM","Attacker","DefendersEliminated",101,150,"Gold","Attacker",1,1,"SAS-SLEDGE",2,0,"L85A2","Assault_Rifles","RedDot","Vertical","Laser","Suppressor","SMG-11","Submachine_Guns","RedDot","Vertical","Laser","Suppressor","FRAG_GRENADE"
"313",20170213,"PS4","SECURE_AREA","KAFE_DOSTOYEVSKY",244305321,3,"READING_ROOM","Defender","AttackersEliminated",231,75,"Silver","Attacker",0,0,"SWAT-ASH",0,1,"G36C","Assault_Rifles","Acog","Vertical","None","Flash","M45_MEUSOC","Pistols","None","None","None","MuzzleBrake","BREACH_CHARGE"
"314",20170212,"PC","HOSTAGE","KANAL",1657790361,7,"CONTROL_ROOM","Defender","AttackersEliminated",229,88,"Unranked","Attacker",0,0,"G.E.O.-JACKAL",0,1,"C7E","Assault_Rifles","Acog","Angle","Laser","MuzzleBrake","ITA12S","Shotguns","None","None","Laser","None","BREACH_CHARGE"
"315",20170216,"XONE","SECURE_AREA","KAFE_DOSTOYEVSKY",1979191281,7,"KITCHEN_PREP","Defender","AttackersEliminated",172,21,"Unranked","Defender",1,1,"SPETSNAZ-KAPKAN",0,1,"9x19VSN","Submachine_Guns","None","None","None","None","GSH-18","Pistols","None","None","(null)","None","NITRO_CELL"
"316",20170213,"PC","BOMB","FAVELAS",2337134129,1,"2F_FOOTBALL_BEDROOM-2F_FOOTBALL_OFFICE","Defender","AttackersEliminated",144,109,"Silver","Defender",1,1,"BOPE-CAVEIRA",1,0,"M12","Submachine_Guns","Reflex","None","None","HeavyBarrel","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"317",20170216,"XONE","SECURE_AREA","COASTLINE",1804408621,3,"2F_BILLIARDS_ROOM","Attacker","DefendersEliminated",126,85,"Bronze","Attacker",0,1,"G.E.O.-JACKAL",1,1,"C7E","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","ITA12S","Shotguns","None","None","None","None","BREACH_CHARGE"
"318",20170212,"PC","BOMB","PLANE",3925542829,7,"MEETING_ROOM-EXECUTIVE_OFFICE","Attacker","DefendersEliminated",200,124,"Gold","Attacker",0,1,"GIGN-TWITCH",0,1,"F2","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","P9","Pistols","None","None","None","Suppressor","CLAYMORE"
"319",20170212,"PS4","SECURE_AREA","HOUSE",893446741,6,"GARAGE","Defender","AttackersEliminated",142,39,"Bronze","Attacker",1,0,"GSG9-BLITZ",1,1,"Shield","Shield","None","None","None","None","P12","Pistols","None","None","None","None","SMOKE_GRENADE"
"320",20170221,"PC","BOMB","OREGON",3523674069,5,"LAUDRY_ROOM-SUPPLY_ROOM","Defender","AttackersEliminated",176,129,"Platinum","Defender",1,1,"GSG9-BANDIT",0,0,"MP7","Submachine_Guns","EosHolo","None","None","Compensator","P12","Pistols","None","None","None","MuzzleBrake","NITRO_CELL"
"321",20170216,"PS4","SECURE_AREA","BANK",1703869181,2,"LOCKERS","Defender","AttackersEliminated",155,210,"Gold","Attacker",1,0,"SWAT-ASH",0,1,"G36C","Assault_Rifles","EosHolo","Angle","None","Compensator","M45_MEUSOC","Pistols","None","None","None","Suppressor","BREACH_CHARGE"
"322",20170221,"XONE","SECURE_AREA","FAVELAS",1033038381,2,"1F_ARMORY_ROOM","Attacker","DefendersEliminated",113,69,"Silver","Defender",0,0,"SPETSNAZ-KAPKAN",0,1,"9x19VSN","Submachine_Guns","EosHolo","Vertical","None","MuzzleBrake","PMM","Pistols","None","None","None","Suppressor","NITRO_CELL"
"323",20170213,"XONE","SECURE_AREA","SKYSCRAPER",597995721,2,"1F_BEDROOM","Attacker","ObjectiveCaptured",236,43,"Bronze","Defender",0,0,"BOPE-CAVEIRA",0,1,"M12","Submachine_Guns","RedDot","None","None","Flash","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"324",20170216,"PS4","SECURE_AREA","HEREFORD_BASE",2389179109,2,"ARMORY","Defender","ObjectiveProtected",233,205,"Gold","Defender",0,1,"NAVYSEAL-VALKYRIE",2,0,"SPAS-12","Shotguns","Reflex","None","None","None","D-50","Pistols","None","None","None","None","NITRO_CELL"
"325",20170216,"PS4","SECURE_AREA","KAFE_DOSTOYEVSKY",120058481,5,"TRAIN_MUSEUM","Attacker","DefendersEliminated",121,123,"Silver","Attacker",0,1,"SWAT-ASH",2,0,"G36C","Assault_Rifles","Reflex","Vertical","None","MuzzleBrake","M45_MEUSOC","Pistols","None","None","None","None","BREACH_CHARGE"
"326",20170213,"PS4","SECURE_AREA","BARTLETT_U.",2380014409,5,"LIBRARY","Defender","AttackersEliminated",111,123,"Gold","Attacker",0,0,"SAT-HIBANA",0,1,"TYPE-89","Assault_Rifles","Acog","Angle","None","Compensator","BEARING_9","Submachine_Guns","EosHolo","None","None","Compensator","CLAYMORE"
"327",20170216,"PS4","BOMB","KAFE_DOSTOYEVSKY",4254203709,4,"BAR-COCKTAIL_LOUNGE","Defender","BombExploded",232,155,"Platinum","Defender",0,1,"SWAT-CASTLE",5,0,"UMP45","Submachine_Guns","EosHolo","Angle","None","HeavyBarrel","M45_MEUSOC","Pistols","None","None","None","MuzzleBrake","IMPACT_GRENADE"
"328",20170212,"PS4","SECURE_AREA","KAFE_DOSTOYEVSKY",1445386061,3,"TRAIN_MUSEUM","Defender","AttackersEliminated",192,96,"Silver","Defender",1,1,"GSG9-JAGER",1,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","Flash","P12","Pistols","None","None","None","None","BARBED_WIRE"
"329",20170213,"PC","BOMB","YACHT",3745025089,4,"MAPS_ROOM-COCKPIT","Defender","AttackersEliminated",212,65,"Bronze","Defender",0,1,"GIGN-DOC",0,1,"MP5","Submachine_Guns","RedDot","Vertical","None","Flash","P9","Pistols","None","None","None","Suppressor","DEPLOYABLE_SHIELD"
"330",20170221,"PS4","SECURE_AREA","COASTLINE",1216682861,1,"2F_PENTHOUSE","Attacker","DefendersEliminated",167,123,"Bronze","Attacker",0,1,"SPETSNAZ-FUZE",2,0,"AK-12","Assault_Rifles","Acog","Vertical","None","Compensator","PMM","Pistols","None","None","Laser","None","STUN_GRENADE"
"331",20170221,"XONE","SECURE_AREA","BANK",3030166729,4,"ARCHIVES","Attacker","DefendersEliminated",162,53,"Silver","Defender",0,0,"G.E.O.-MIRA",0,1,"VECTOR_.45_ACP","Submachine_Guns","EosHolo","Vertical","Laser","None","ITA12S","Shotguns","EosHolo","None","Laser","None","NITRO_CELL"
